ID_Aluno,ID_Disciplina,Presenca,Nota_Midterm,Nota_Final,Nota_Projetos,Nota_Total,Conceito
S4103,CS,77.3,43.59,74.37,95.62,63.03,F
S4104,CS,53.78,80.22,92.9,52.62,55.79,D
S4105,CS,64.32,54.46,71.23,59.63,62.64,D
S4106,CS,54.4,58.92,79.69,83.8,51.23,D
S4107,CS,92.98,51.75,61.46,96.09,67.54,A
S4108,CS,79.55,86.55,63.29,71.52,60.67,B
S4109,CS,95.11,78.92,57.17,51.92,94.61,A
S4110,CS,84.42,76.71,82.34,82.16,92.91,C
S4111,Mathematics,98.55,80.08,61.55,59.73,65.02,A
S4112,Engineering,75.49,54.21,51.44,77.62,73.77,F
S4113,Mathematics,81.94,66.68,62.16,69.23,97.79,B
S4114,CS,78.82,78.0,91.23,77.9,76.2,F
S4115,Engineering,74.21,78.2,84.3,96.62,92.42,C
S4116,CS,92.3,87.51,60.08,74.29,91.32,B
S4117,CS,82.23,57.23,94.41,51.73,97.06,B
S4118,CS,90.07,86.22,44.49,79.05,65.29,A
S4119,Mathematics,89.32,66.41,42.99,66.29,52.17,A
S4120,Mathematics,59.55,80.21,47.65,88.91,55.2,F
S4121,CS,82.51,67.34,46.99,73.5,78.56,A
S4122,CS,59.98,96.92,45.27,87.07,76.51,F
S4123,Engineering,79.17,50.76,79.68,95.44,64.92,A
S4124,CS,,80.5,76.05,68.11,62.44,B
S4125,CS,99.86,74.59,78.86,99.47,85.47,B
S4126,CS,51.53,50.36,81.3,57.49,67.03,D
S4127,Engineering,,43.96,85.41,82.2,80.2,F
S4128,CS,53.85,87.95,52.43,51.74,85.61,F
S4129,CS,69.92,49.45,77.34,60.65,71.52,D
S4130,CS,91.08,51.19,74.8,81.69,59.67,A
S4131,Engineering,92.2,98.71,96.62,52.31,93.04,B
S4132,Mathematics,86.85,83.04,53.94,55.09,54.68,A
S4133,CS,94.84,55.03,43.52,64.55,91.47,B
S4134,Business,66.14,75.46,79.21,78.78,91.83,B
S4135,Business,54.41,72.05,84.41,50.8,78.55,C
S4136,Mathematics,52.91,90.67,56.99,74.12,81.47,C
S4137,Business,92.61,83.76,74.25,81.29,67.9,B
S4138,Engineering,86.52,89.9,43.57,70.13,92.08,B
S4139,Business,84.93,52.69,97.6,53.38,63.19,F
S4140,CS,66.98,78.41,46.6,80.54,77.99,C
S4141,Engineering,,42.41,44.05,80.29,50.09,C
S4142,Mathematics,97.91,44.14,42.65,75.3,96.99,A
S4143,Business,53.19,82.81,65.64,84.66,97.41,C
S4144,Mathematics,88.69,41.47,45.83,60.39,85.52,A
S4145,Business,65.48,74.79,84.68,83.93,71.16,B
S4146,Business,51.95,90.42,93.93,58.07,58.93,F
S4147,Business,87.13,62.8,55.61,69.63,74.62,A
S4148,Business,66.55,42.69,77.73,53.38,89.57,A
S4149,Engineering,86.11,82.83,42.54,90.96,80.26,B
S4150,Mathematics,,95.78,63.19,76.91,76.37,F
S4151,Business,76.74,83.03,57.58,98.55,92.47,C
S4152,Business,,74.71,53.72,97.12,65.66,F
S4153,Engineering,79.05,53.8,78.68,99.93,93.0,A
S4154,CS,64.33,40.92,47.81,55.06,71.97,C
S4155,CS,86.71,81.68,91.64,80.33,50.12,B
S4156,Mathematics,79.46,53.86,79.89,70.38,86.6,B
S4157,Engineering,50.64,91.49,82.64,76.63,93.89,D
S4158,CS,95.08,67.98,96.12,65.44,74.22,A
S4159,CS,77.28,71.84,96.54,52.4,72.74,B
S4160,Business,93.43,85.24,73.1,85.39,90.27,B
S4161,Business,94.14,86.77,69.72,98.29,94.24,A
S4162,Business,72.25,78.56,60.12,76.62,98.72,D
S4163,Engineering,,96.31,82.93,66.48,67.28,B
S4164,CS,70.79,98.94,72.29,96.91,79.73,F
S4165,CS,72.47,96.81,95.97,68.23,91.15,B
S4166,CS,94.76,89.45,54.32,95.73,76.59,B
S4167,Business,89.41,82.34,58.62,92.78,73.09,A
S4168,CS,56.33,79.8,58.97,76.44,78.6,F
S4169,Engineering,80.52,46.23,88.36,83.84,67.84,B
S4170,Engineering,99.8,56.29,45.94,85.02,59.6,A
S4171,Engineering,79.78,40.34,67.34,82.05,53.33,C
S4172,Mathematics,89.29,48.24,65.65,58.04,80.5,B
S4173,CS,88.45,66.35,44.39,84.64,68.96,B
S4174,Business,67.52,48.79,64.65,50.16,94.15,D
S4175,CS,68.59,94.1,70.8,85.5,61.15,F
S4176,CS,86.2,88.34,43.91,77.74,65.54,A
S4177,Engineering,75.0,44.3,70.59,62.99,98.53,C
S4178,CS,78.53,54.93,97.55,90.19,77.81,C
S4179,Business,85.65,89.14,98.73,70.26,67.34,A
S4180,Engineering,88.88,88.18,71.9,74.29,93.04,A
S4181,CS,63.58,96.73,70.91,51.38,87.17,A
S4182,CS,57.34,99.85,57.13,70.07,78.66,C
S4183,Engineering,64.59,98.58,99.83,58.37,94.45,D
S4184,Business,75.38,64.61,56.45,63.81,54.7,F
S4185,Engineering,67.11,55.02,67.17,62.61,69.72,F
S4186,Engineering,78.42,85.5,40.18,52.3,90.53,B
S4187,Business,52.67,57.96,60.95,73.02,69.3,D
S4188,Engineering,75.49,88.38,44.29,76.13,96.34,C
S4189,CS,68.4,72.04,84.63,78.55,57.63,A
S4190,Engineering,76.73,87.64,73.66,73.11,66.83,A
S4191,Engineering,71.13,56.55,74.33,93.48,71.29,A
S4192,Business,64.21,70.48,57.19,51.88,84.35,B
S4193,Engineering,95.21,73.84,88.89,80.69,59.77,A
S4194,Mathematics,59.24,96.59,40.2,93.31,50.49,C
S4195,CS,84.07,56.0,60.02,52.05,98.83,C
S4196,Mathematics,96.23,96.2,79.57,74.82,94.94,A
S4197,Engineering,76.93,88.29,94.48,79.45,65.01,C
S4198,Engineering,93.82,83.85,54.08,59.55,74.17,A
S4199,CS,56.24,87.21,72.47,62.63,74.45,F
S4200,CS,,76.33,72.28,89.28,93.46,C
S4201,Business,72.85,54.64,92.45,78.37,79.85,F
S4202,Business,50.41,51.37,43.03,65.79,91.32,F
S4203,CS,72.16,91.98,65.47,88.24,95.6,C
S4204,Engineering,68.45,83.51,50.95,87.34,78.3,A
S4205,CS,83.49,52.79,41.29,67.27,64.27,A
S4206,Mathematics,96.92,76.91,48.82,74.43,74.94,B
S4207,Business,54.29,66.85,98.59,83.23,92.54,C
S4208,CS,66.37,49.52,52.89,67.16,79.18,A
S4209,Business,72.2,71.91,96.1,81.45,94.79,B
S4210,Mathematics,72.76,56.89,52.32,62.55,94.77,A
S4211,CS,88.74,45.77,95.88,64.6,68.67,A
S4212,Business,72.17,68.02,79.28,65.53,72.41,B
S4213,Engineering,51.36,75.41,46.79,96.8,83.9,D
S4214,Engineering,85.51,42.81,74.91,91.68,55.55,B
S4215,CS,94.24,64.13,59.11,78.26,73.28,B
S4216,CS,75.7,55.46,62.99,78.19,57.47,F
S4217,Engineering,79.06,41.84,66.41,52.81,92.4,D
S4218,CS,58.15,47.54,65.36,82.48,97.14,C
S4219,Business,61.03,48.34,79.85,66.41,57.08,D
S4220,CS,61.76,50.97,86.1,80.61,83.37,C
S4221,Engineering,71.54,88.2,59.75,92.01,81.83,F
S4222,Business,96.41,66.37,95.46,52.27,88.0,A
S4223,Engineering,76.09,48.83,96.31,80.35,84.79,A
S4224,Engineering,59.6,46.02,42.44,78.21,60.86,D
S4225,Mathematics,63.3,57.88,40.89,60.34,64.56,C
S4226,Business,69.2,87.88,65.5,82.32,58.26,F
S4227,CS,81.16,61.87,75.44,77.74,96.06,B
S4228,Engineering,72.0,49.59,56.67,88.37,76.09,F
S4229,Mathematics,69.62,64.25,55.56,55.53,98.81,D
S4230,CS,78.24,73.32,80.7,72.18,72.47,F
S4231,CS,62.09,41.78,76.1,99.9,77.64,B
S4232,CS,53.95,77.66,50.03,84.46,89.46,C
S4233,CS,51.22,63.71,93.07,84.21,89.86,D
S4234,Business,62.56,40.58,80.8,65.89,61.56,D
S4235,Business,54.58,80.43,61.75,54.69,64.41,F
S4236,Mathematics,66.82,82.74,81.02,97.47,54.89,B
S4237,Business,88.65,77.73,46.76,55.27,90.27,A
S4238,CS,85.81,60.52,68.1,99.64,89.69,A
S4239,CS,80.55,71.78,50.14,56.29,54.06,F
S4240,Mathematics,92.63,63.23,42.49,58.55,62.87,A
S4241,CS,64.1,82.04,60.3,65.42,72.49,D
S4242,CS,94.25,75.01,49.04,75.62,77.09,A
S4243,Mathematics,69.96,44.91,78.01,89.52,76.13,B
S4244,Engineering,70.04,78.59,80.44,98.55,99.15,D
S4245,CS,70.27,81.23,48.92,67.94,88.21,D
S4246,Business,,62.24,41.48,51.02,55.66,B
S4247,Mathematics,98.77,92.55,87.57,80.83,64.68,A
S4248,CS,56.93,90.58,40.12,85.54,67.27,F
S4249,Business,67.04,50.51,60.63,69.87,65.76,B
S4250,CS,65.97,94.26,69.67,59.17,89.3,A
S4251,Engineering,53.73,66.45,89.12,65.3,68.03,F
S4252,Mathematics,57.61,83.42,90.31,82.79,74.62,D
S4253,Mathematics,52.24,88.85,83.5,74.71,76.67,D
S4254,CS,64.62,70.31,54.83,87.17,63.52,A
S4255,CS,,63.95,83.21,60.91,66.13,D
S4256,CS,66.97,94.93,54.79,92.1,89.0,D
S4257,Engineering,56.18,53.85,52.88,57.79,93.33,D
S4258,CS,82.28,55.42,72.83,66.5,51.85,F
S4259,Engineering,99.83,61.7,80.73,79.56,80.26,A
S4260,CS,61.62,91.57,43.18,86.84,81.67,A
S4261,Engineering,63.98,96.33,43.6,63.31,86.87,C
S4262,CS,,53.2,87.05,97.41,84.69,F
S4263,Business,58.94,91.83,91.57,85.31,93.87,D
S4264,CS,75.56,55.49,76.27,60.88,53.92,B
S4265,CS,,98.24,65.73,86.29,69.42,C
S4266,Business,96.62,75.84,90.72,84.82,89.1,A
S4267,Business,99.08,40.43,83.73,87.63,92.33,A
S4268,CS,90.73,42.05,74.78,95.79,63.24,A
S4269,CS,65.74,48.85,59.19,85.59,79.26,B
S4270,Business,70.17,51.25,51.88,67.6,59.04,B
S4271,CS,62.12,86.06,65.12,89.53,92.54,A
S4272,Business,94.54,53.37,57.21,84.79,86.52,B
S4273,Engineering,95.73,98.15,60.36,78.71,61.1,A
S4274,CS,70.94,78.17,70.94,67.69,81.19,D
S4275,Engineering,82.83,81.55,50.15,96.05,75.47,A
S4276,Business,58.28,53.07,88.37,75.64,62.94,F
S4277,Mathematics,71.75,93.56,48.73,81.41,94.66,A
S4278,CS,81.57,80.07,68.86,70.77,57.39,D
S4279,Engineering,69.27,91.86,84.76,89.04,73.37,D
S4280,CS,67.88,97.39,69.1,67.05,79.14,A
S4281,Engineering,50.05,47.54,61.66,90.53,91.18,F
S4282,Business,90.21,45.8,68.49,55.4,57.51,A
S4283,CS,94.47,88.2,90.92,85.45,80.46,A
S4284,Mathematics,98.47,91.97,99.43,73.84,50.33,A
S4285,Engineering,85.96,75.03,77.87,84.94,91.13,A
S4286,Mathematics,77.44,61.96,87.61,76.57,61.74,C
S4287,Business,,79.16,40.87,56.72,86.05,C
S4288,CS,99.96,58.34,92.82,73.85,80.09,B
S4289,CS,79.49,54.3,97.24,98.23,52.51,D
S4290,CS,84.06,69.29,74.51,87.74,59.16,A
S4291,CS,84.12,52.97,85.23,65.01,63.39,C
S4292,Engineering,92.26,69.02,70.76,97.21,94.34,A
S4293,Engineering,50.48,97.4,57.17,88.95,74.04,C
S4294,Mathematics,61.01,90.39,91.13,68.22,95.68,A
S4295,Engineering,83.28,96.5,75.81,80.18,52.37,F
S4296,Business,94.76,88.38,74.76,71.33,50.33,B
S4297,Mathematics,84.27,61.29,79.55,54.83,97.41,D
S4298,Business,70.67,88.72,91.36,90.3,86.2,C
S4299,CS,68.08,95.37,83.91,59.55,89.17,F
S4300,Engineering,86.9,96.82,52.67,72.9,95.79,A
S4301,CS,87.06,80.99,68.01,85.13,99.23,B
S4302,CS,80.35,52.68,98.82,96.61,54.89,A
S4303,CS,64.57,42.38,73.27,53.14,57.91,B
S4304,Business,96.26,48.83,96.29,69.66,59.43,A
S4305,Engineering,77.59,97.93,88.8,80.73,90.92,F
S4306,Engineering,,67.73,79.96,88.97,67.78,A
S4307,Mathematics,60.72,91.3,60.96,96.05,79.66,C
S4308,CS,67.2,67.9,58.26,50.02,92.76,F
S4309,Engineering,93.73,79.65,78.61,81.39,84.16,B
S4310,Business,52.51,41.45,65.95,50.35,53.27,C
S4311,CS,75.62,54.99,87.93,89.36,72.28,C
S4312,Engineering,74.09,66.18,85.63,57.48,53.38,F
S4313,CS,87.56,77.84,58.73,94.73,73.94,A
S4314,Business,64.09,50.29,82.16,57.76,60.97,A
S4315,CS,60.95,85.87,69.67,88.22,50.07,B
S4316,CS,96.31,61.86,59.4,64.47,90.66,A
S4317,Engineering,78.59,89.05,64.78,77.86,98.47,B
S4318,CS,55.23,45.88,93.72,80.42,98.21,C
S4319,CS,59.65,80.79,61.57,60.34,64.96,C
S4320,Engineering,99.94,57.6,57.24,64.93,91.44,A
S4321,CS,59.78,87.72,61.11,55.38,83.94,D
S4322,Engineering,80.52,64.13,52.88,50.26,90.0,D
S4323,Engineering,71.01,79.92,72.68,61.97,92.31,D
S4324,Engineering,94.28,96.06,48.85,75.8,99.01,A
S4325,Engineering,87.76,41.24,89.05,85.68,57.59,A
S4326,CS,,40.67,53.53,89.68,88.49,B
S4327,CS,50.54,86.22,75.88,53.49,86.71,C
S4328,Business,93.99,78.78,47.5,63.62,64.39,A
S4329,Business,72.23,57.58,98.71,88.51,69.63,D
S4330,CS,96.58,69.66,67.27,74.04,58.84,A
S4331,Engineering,74.78,42.52,89.33,59.11,95.66,A
S4332,Engineering,84.71,51.55,86.12,69.61,93.97,F
S4333,Engineering,,65.47,82.82,63.5,80.7,A
S4334,Engineering,87.26,90.04,89.64,52.53,75.58,A
S4335,CS,,68.78,46.03,88.18,61.64,D
S4336,Business,67.57,75.18,80.71,64.58,89.48,A
S4337,CS,55.93,92.43,55.95,97.26,50.41,F
S4338,Engineering,57.34,58.53,87.15,94.41,73.14,D
S4339,Business,59.29,82.04,97.41,85.81,93.03,D
S4340,Engineering,66.41,91.7,94.09,66.33,80.92,D
S4341,CS,94.6,52.16,46.9,64.0,81.76,A
S4342,Mathematics,68.41,61.39,62.17,73.76,53.54,B
S4343,Business,86.22,98.79,61.86,67.73,64.34,B
S4344,Business,54.14,98.99,47.34,95.06,83.69,C
S4345,Engineering,79.55,53.39,45.89,56.17,52.48,F
S4346,CS,74.09,43.99,63.09,86.22,66.55,C
S4347,Mathematics,98.9,56.26,99.52,80.54,67.7,A
S4348,Engineering,92.31,63.86,74.14,90.32,74.94,B
S4349,Business,72.74,66.46,77.31,77.12,68.12,B
S4350,CS,88.76,77.13,68.26,81.48,72.71,A
S4351,CS,59.65,93.97,79.74,98.14,77.35,D
S4352,Mathematics,78.12,59.82,97.4,54.6,56.42,F
S4353,Engineering,53.73,91.0,75.32,55.24,59.02,C
S4354,CS,67.4,45.61,43.9,69.68,91.63,C
S4355,CS,61.29,42.51,69.57,73.64,72.99,A
S4356,Engineering,,70.24,99.57,59.99,67.76,C
S4357,CS,74.5,43.58,63.24,54.13,71.69,B
S4358,Engineering,87.55,63.55,75.63,51.11,58.74,B
S4359,Engineering,75.76,93.81,46.4,88.23,61.99,D
S4360,Business,54.32,54.49,48.47,74.25,75.78,F
S4361,CS,86.77,82.36,92.48,92.17,67.95,A
S4362,Mathematics,91.66,58.14,58.02,68.04,73.77,B
S4363,CS,95.18,42.7,58.33,85.17,57.49,A
S4364,Engineering,78.6,73.4,63.23,74.43,57.82,D
S4365,CS,87.68,90.09,97.99,80.6,69.2,A
S4366,Business,87.6,64.57,45.06,68.51,68.94,A
S4367,Mathematics,57.79,77.04,89.13,54.06,94.17,C
S4368,Business,58.21,94.0,60.49,97.37,51.67,F
S4369,Engineering,53.54,87.38,90.97,91.8,99.64,F
S4370,Engineering,66.0,51.63,99.51,65.59,97.83,B
S4371,Business,73.68,84.0,60.92,97.94,77.11,F
S4372,Mathematics,99.89,70.11,47.76,65.02,85.94,B
S4373,Mathematics,71.55,84.76,48.66,72.15,96.76,B
S4374,CS,86.31,69.67,85.52,87.76,62.56,A
S4375,Mathematics,84.67,47.68,48.7,65.45,65.78,B
S4376,CS,60.22,74.19,55.63,66.23,55.55,B
S4377,CS,52.93,69.53,52.26,70.5,78.19,D
S4378,CS,77.3,71.08,61.34,73.42,57.97,C
S4379,CS,,92.73,44.46,56.18,96.54,C
S4380,Business,99.91,93.69,91.4,50.87,71.58,B
S4381,Business,,67.21,91.61,95.96,95.98,B
S4382,Business,94.82,67.34,64.78,67.66,60.25,A
S4383,Engineering,69.1,70.91,76.73,55.08,84.7,D
S4384,Engineering,84.47,71.18,78.52,87.96,82.38,F
S4385,Business,79.91,97.02,84.96,64.75,69.98,B
S4386,CS,52.65,78.96,71.24,59.08,94.92,C
S4387,Business,53.92,56.65,70.62,98.13,71.74,F
S4388,Engineering,,71.89,77.88,96.03,59.92,F
S4389,Engineering,68.54,77.63,82.18,55.29,98.85,A
S4390,Engineering,87.29,78.39,60.8,94.96,72.07,A
S4391,Business,58.64,75.12,59.82,94.54,60.4,D
S4392,CS,80.29,50.66,56.18,81.72,68.18,B
S4393,CS,64.44,42.02,72.93,76.49,80.68,B
S4394,Business,89.85,60.27,61.61,60.87,75.6,B
S4395,Engineering,89.92,65.65,72.42,56.07,81.76,B
S4396,Business,88.77,43.71,64.36,80.32,83.09,A
S4397,CS,76.24,88.9,90.2,91.1,56.17,A
S4398,CS,64.23,60.64,44.39,84.43,65.74,D
S4399,Business,90.47,94.82,74.33,59.04,87.44,B
S4400,Engineering,,49.26,74.54,64.5,82.52,A
S4401,Engineering,,43.42,63.02,77.32,54.42,B
S4402,CS,,68.94,65.26,81.25,65.76,B
S4403,CS,83.71,51.35,88.01,53.61,96.57,B
S4404,Engineering,84.31,96.24,56.84,80.7,93.1,A
S4405,CS,82.63,40.62,92.28,86.82,83.53,C
S4406,Business,70.78,64.76,93.78,59.07,53.64,A
S4407,Business,55.01,95.6,79.04,62.31,80.35,C
S4408,CS,95.56,63.07,86.37,62.94,50.61,A
S4409,Engineering,75.39,45.59,76.78,96.99,83.06,C
S4410,Engineering,70.35,58.17,71.52,70.35,86.56,B
S4411,CS,79.44,69.88,98.0,76.53,74.86,B
S4412,CS,59.64,51.11,56.96,86.22,50.19,D
S4413,Engineering,56.63,67.99,49.25,68.57,83.33,F
S4414,Engineering,70.28,90.18,57.25,55.28,90.99,F
S4415,Engineering,61.36,92.36,76.88,82.72,79.29,D
S4416,Engineering,62.21,42.96,51.11,83.36,85.46,F
S4417,Business,94.63,49.65,94.53,63.03,54.52,A
S4418,Business,76.54,56.52,64.66,51.76,85.77,A
S4419,Engineering,74.17,75.69,91.0,83.27,80.71,A
S4420,Business,84.47,61.66,54.95,85.17,66.55,D
S4421,CS,97.58,90.64,58.79,51.3,84.27,A
S4422,Business,55.61,83.0,43.55,84.66,82.28,D
S4423,Engineering,91.68,46.03,55.47,96.95,79.97,A
S4424,Business,79.2,77.47,69.42,58.94,59.15,A
S4425,Engineering,57.31,46.78,96.77,76.07,64.81,D
S4426,CS,64.86,55.3,63.33,84.84,99.57,B
S4427,Engineering,74.12,50.67,78.38,61.5,71.66,F
S4428,CS,84.56,50.38,65.66,87.58,52.97,C
S4429,Engineering,62.13,76.98,42.81,93.4,94.95,B
S4430,Engineering,76.74,73.82,70.21,90.73,58.65,F
S4431,Business,84.23,50.56,43.95,62.94,70.18,B
S4432,Engineering,72.44,99.41,93.02,90.21,63.9,D
S4433,Engineering,,65.31,85.18,70.67,98.19,C
S4434,CS,93.47,45.82,62.72,63.32,68.9,A
S4435,Mathematics,73.53,47.23,78.41,58.4,85.44,D
S4436,Business,98.65,75.03,46.72,95.45,79.92,B
S4437,Business,53.78,98.74,82.15,71.34,52.15,D
S4438,CS,50.17,74.32,89.36,93.29,69.22,D
S4439,Engineering,69.03,96.94,89.3,57.98,69.5,D
S4440,CS,80.05,66.65,57.06,88.35,99.49,C
S4441,Engineering,81.46,66.15,55.82,55.5,90.6,A
S4442,CS,73.82,70.0,71.28,50.88,92.83,C
S4443,Engineering,56.24,81.85,98.07,99.75,65.68,D
S4444,Engineering,58.52,62.06,95.23,53.68,66.45,D
S4445,CS,92.61,91.83,61.58,73.08,75.78,A
S4446,Engineering,93.4,41.76,86.79,93.92,81.55,A
S4447,Business,83.69,66.39,95.28,90.97,86.41,D
S4448,CS,83.21,70.66,55.66,73.56,91.04,C
S4449,Business,79.88,76.42,89.82,80.54,93.66,A
S4450,CS,60.15,56.56,56.07,81.49,51.23,D
S4451,CS,71.41,65.65,60.6,55.49,89.8,F
S4452,CS,,69.07,51.93,64.25,80.54,B
S4453,Business,76.86,81.21,70.42,65.05,76.6,B
S4454,Engineering,50.93,86.41,90.6,68.91,81.42,D
S4455,Business,97.68,84.27,71.68,63.7,94.1,A
S4456,Engineering,92.24,60.49,47.41,62.57,77.26,B
S4457,CS,63.03,99.97,55.11,67.74,58.11,A
S4458,Business,80.82,90.92,73.77,68.96,71.84,D
S4459,CS,96.16,55.6,74.99,74.36,96.22,A
S4460,Business,54.8,51.71,74.61,58.68,90.72,C
S4461,CS,75.15,58.84,44.62,89.42,60.15,D
S4462,CS,72.81,67.14,85.22,93.03,85.71,C
S4463,Business,70.51,91.05,94.57,62.41,62.81,D
S4464,Mathematics,91.78,86.7,70.63,56.17,67.43,A
S4465,CS,69.03,91.07,83.13,86.12,73.45,F
S4466,Business,53.18,56.32,94.84,96.21,72.04,D
S4467,CS,53.29,75.61,78.56,51.76,51.46,D
S4468,Business,52.14,56.99,80.46,50.72,88.7,C
S4469,Engineering,70.46,46.54,83.28,59.17,92.32,B
S4470,CS,85.92,81.05,55.63,84.24,76.55,A
S4471,CS,,48.58,74.96,98.24,58.65,D
S4472,CS,82.32,80.06,90.53,87.52,62.4,C
S4473,CS,84.35,78.88,57.77,78.65,56.32,D
S4474,CS,62.76,88.61,93.83,85.03,58.48,D
S4475,Engineering,80.03,48.37,77.22,61.53,93.82,A
S4476,Mathematics,84.24,87.01,65.39,84.43,74.01,C
S4477,CS,73.33,99.96,77.39,66.07,55.55,D
S4478,Engineering,66.84,91.06,64.11,61.12,62.74,B
S4479,Engineering,80.96,85.11,90.28,61.83,97.48,D
S4480,Mathematics,98.89,79.73,68.94,83.39,75.46,B
S4481,Engineering,71.34,65.31,94.07,88.36,75.78,B
S4482,Engineering,69.59,83.83,70.59,79.09,76.28,B
S4483,Engineering,73.21,83.45,79.62,53.19,55.58,B
S4484,CS,53.81,77.89,99.86,51.9,98.52,D
S4485,CS,77.66,87.78,48.82,60.86,54.22,A
S4486,Engineering,66.43,66.93,84.2,64.32,85.0,B
S4487,CS,56.07,47.28,48.33,70.24,52.89,F
S4488,Engineering,73.31,73.54,90.33,53.8,72.18,B
S4489,CS,50.17,55.9,75.79,86.26,94.98,C
S4490,Engineering,70.09,63.07,96.29,85.57,88.42,F
S4491,CS,55.29,41.04,91.96,67.33,66.73,D
S4492,Mathematics,51.21,62.97,44.49,78.15,77.57,F
S4493,Business,91.22,88.53,48.24,55.05,58.26,A
S4494,CS,95.81,72.56,76.07,70.76,97.81,A
S4495,CS,60.38,40.59,71.1,92.88,85.43,F
S4496,Engineering,76.96,68.19,50.11,83.03,68.71,C
S4497,CS,63.9,57.49,47.76,55.2,65.9,B
S4498,CS,74.68,68.65,73.84,92.38,61.93,A
S4499,CS,71.83,64.28,42.94,84.03,89.33,D
S4500,Mathematics,63.45,95.92,92.42,72.65,71.73,D
S4501,Business,85.02,42.47,88.42,84.6,66.51,B
S4502,Engineering,56.32,81.02,87.12,58.64,95.26,C
S4503,Engineering,52.65,91.06,40.96,77.52,57.51,F
S4504,Mathematics,88.38,97.55,42.86,80.9,63.19,A
S4505,Mathematics,,50.66,72.99,96.39,67.24,A
S4506,Mathematics,74.93,71.88,99.67,53.34,62.99,D
S4507,CS,73.39,42.62,60.54,68.74,79.27,D
S4508,CS,74.87,69.95,60.66,96.84,80.05,A
S4509,Engineering,71.85,47.53,48.06,60.86,52.74,D
S4510,Engineering,69.64,90.27,80.46,90.66,57.23,F
S4511,CS,74.98,46.83,78.8,50.08,59.93,B
S4512,CS,,70.8,46.08,51.29,53.52,B
S4513,Business,84.6,71.27,68.04,66.38,56.24,C
S4514,Business,85.56,98.3,80.02,88.43,61.98,A
S4515,CS,,79.3,69.61,55.21,67.28,C
S4516,Business,70.68,57.27,80.46,69.14,89.57,D
S4517,Engineering,,54.45,88.98,56.57,60.9,B
S4518,Business,76.83,47.69,81.15,61.18,83.5,C
S4519,Engineering,72.67,85.39,76.97,75.15,52.89,C
S4520,CS,94.48,81.45,91.22,65.96,82.91,A
S4521,Engineering,84.82,76.59,94.04,60.6,89.74,D
S4522,Engineering,94.93,42.45,63.33,69.67,80.24,B
S4523,Engineering,85.46,85.77,50.39,85.05,60.07,B
S4524,CS,98.55,78.51,89.07,55.97,66.52,A
S4525,Mathematics,81.79,97.83,52.83,73.98,90.26,D
S4526,CS,98.18,75.23,95.74,63.74,71.6,B
S4527,CS,57.91,58.24,41.37,68.93,62.76,C
S4528,Engineering,52.62,62.89,95.28,91.08,96.63,D
S4529,Engineering,78.96,50.55,75.35,96.49,81.87,C
S4530,Engineering,99.17,83.37,86.48,62.15,90.29,B
S4531,Business,70.88,82.46,63.91,81.5,51.23,C
S4532,Engineering,60.6,52.04,99.5,83.83,66.97,A
S4533,Engineering,76.08,49.51,53.65,92.12,72.94,D
S4534,Business,82.44,44.62,55.86,94.95,79.37,D
S4535,CS,65.76,94.72,43.09,73.4,59.5,A
S4536,Engineering,85.74,53.98,96.43,99.13,74.9,A
S4537,Business,98.76,60.65,67.36,98.54,84.28,A
S4538,CS,94.85,56.83,80.49,75.32,67.29,A
S4539,Engineering,64.58,64.82,81.25,77.1,84.57,C
S4540,Mathematics,66.34,82.84,92.47,83.39,69.48,D
S4541,CS,,92.24,79.9,68.69,73.47,F
S4542,Engineering,69.73,50.96,73.72,83.1,56.71,A
S4543,Mathematics,55.02,81.18,82.62,75.71,82.56,C
S4544,CS,88.1,61.15,85.06,51.77,61.21,A
S4545,CS,68.27,98.83,51.16,92.64,91.44,C
S4546,Business,93.99,57.94,46.58,97.02,77.67,A
S4547,Business,96.35,40.43,44.49,51.31,78.01,B
S4548,Engineering,51.22,70.94,62.44,89.46,95.62,F
S4549,Engineering,99.43,49.04,69.88,69.29,58.37,A
S4550,Business,85.5,42.67,76.94,79.28,76.51,B
S4551,Business,76.02,81.9,97.48,75.0,69.11,D
S4552,CS,,83.94,59.85,77.57,98.32,B
S4553,CS,75.93,67.64,85.65,74.76,89.64,A
S4554,Engineering,66.23,80.61,71.88,92.67,87.88,C
S4555,Business,81.13,72.29,53.21,84.18,60.21,A
S4556,Business,54.65,77.79,76.92,70.63,61.87,F
S4557,Mathematics,81.06,75.8,98.03,84.43,51.46,B
S4558,Business,63.77,79.95,47.46,98.25,81.93,C
S4559,Engineering,50.88,51.98,70.44,54.02,68.54,C
S4560,Engineering,77.64,56.12,43.1,69.4,65.6,C
S4561,Business,78.92,66.4,59.27,93.52,81.85,D
S4562,Business,71.33,66.77,77.24,86.95,91.43,D
S4563,Engineering,53.61,86.46,90.46,96.75,56.65,D
S4564,CS,94.67,62.04,83.82,51.99,95.93,B
S4565,Mathematics,80.57,49.75,67.77,93.14,51.71,C
S4566,Engineering,55.79,55.09,94.55,89.59,54.76,D
S4567,CS,75.55,52.88,58.16,90.75,91.91,C
S4568,Engineering,74.86,83.9,85.24,79.86,74.64,C
S4569,Engineering,53.02,68.22,68.44,52.6,96.96,D
S4570,CS,80.34,82.52,93.92,76.96,73.08,F
S4571,Business,,64.97,87.85,70.39,96.31,F
