ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S5092,28.7,Yes,Yes,4,8.7
S5093,15.9,No,Yes,1,8.4
S5094,6.3,No,Yes,8,6.0
S5095,8.6,No,Yes,6,7.1
S5096,17.6,Yes,Yes,2,8.6
S5097,27.3,No,Yes,4,4.7
S5098,21.4,No,Yes,7,7.2
S5099,10.0,Yes,Yes,9,8.6
S5100,22.5,No,Yes,7,8.2
S5101,27.4,No,Yes,2,5.4
S5102,5.8,Yes,Yes,1,8.8
S5103,11.1,No,Yes,10,5.0
S5104,8.8,No,Yes,7,5.0
S5105,24.6,Yes,Yes,9,4.5
S5106,27.3,No,Yes,2,4.6
S5107,18.9,No,Yes,3,7.8
S5108,26.2,No,Yes,4,5.4
S5109,21.4,No,Yes,9,8.3
S5110,21.4,No,No,7,8.3
S5111,19.5,No,Yes,2,4.6
S5112,6.3,Yes,Yes,4,6.7
S5113,28.4,Yes,Yes,4,7.7
S5114,13.9,Yes,Yes,4,7.4
S5115,25.1,Yes,Yes,10,4.5
S5116,25.2,Yes,Yes,7,5.6
S5117,29.1,Yes,Yes,6,7.1
S5118,13.2,No,Yes,2,6.9
S5119,29.9,No,Yes,10,8.1
S5120,12.5,No,Yes,2,4.3
S5121,16.3,Yes,No,3,6.4
S5122,22.7,No,Yes,10,8.2
S5123,8.9,Yes,Yes,1,9.0
S5124,11.7,No,Yes,9,4.6
S5125,23.2,No,No,7,7.2
S5126,29.4,Yes,Yes,7,4.0
S5127,23.3,Yes,Yes,9,5.7
S5128,26.6,No,No,7,6.2
S5129,5.9,Yes,Yes,1,5.7
S5130,19.4,No,No,4,7.1
S5131,27.9,Yes,Yes,9,4.1
S5132,22.1,No,No,6,8.5
S5133,21.9,No,Yes,8,5.6
S5134,10.1,No,Yes,3,4.8
S5135,26.5,Yes,Yes,6,6.2
S5136,26.6,No,Yes,4,6.6
S5137,20.4,No,Yes,8,4.3
S5138,15.7,No,Yes,3,8.0
S5139,25.6,No,Yes,5,7.7
S5140,16.6,No,Yes,2,6.6
S5141,25.6,No,Yes,7,4.9
S5142,17.1,No,Yes,9,8.6
S5143,19.5,No,Yes,5,8.0
S5144,23.7,No,Yes,9,5.2
S5145,11.6,No,Yes,2,7.7
S5146,11.2,No,Yes,8,4.5
S5147,21.7,No,Yes,3,4.6
S5148,28.8,No,Yes,10,6.2
S5149,16.2,Yes,Yes,5,7.5
S5150,27.5,No,Yes,3,8.6
S5151,18.0,No,Yes,5,8.9
S5152,29.3,No,Yes,5,7.5
S5153,24.8,Yes,Yes,1,7.9
S5154,26.5,No,Yes,8,6.6
S5155,22.0,Yes,No,7,4.3
S5156,26.7,No,Yes,8,4.6
S5157,19.8,No,Yes,3,8.9
S5158,19.2,No,Yes,7,6.0
S5159,26.8,No,No,7,7.9
S5160,5.4,No,Yes,2,5.1
S5161,17.0,No,Yes,3,6.7
S5162,26.8,No,No,6,4.8
S5163,9.9,No,Yes,4,8.0
S5164,29.0,No,Yes,4,4.8
S5165,23.5,No,Yes,1,7.5
S5166,24.1,Yes,No,8,4.8
S5167,21.6,No,No,2,8.1
S5168,16.2,No,Yes,6,6.5
S5169,16.5,Yes,Yes,10,6.1
S5170,26.0,Yes,Yes,10,5.7
S5171,8.5,No,Yes,1,7.4
S5172,18.1,No,Yes,1,4.4
S5173,12.7,Yes,Yes,10,8.3
S5174,29.6,No,Yes,2,7.8
S5175,5.1,No,Yes,6,5.9
S5176,6.6,No,Yes,4,8.9
S5177,29.2,No,Yes,8,8.2
S5178,18.6,Yes,Yes,7,5.4
S5179,8.5,No,Yes,4,8.4
S5180,16.2,Yes,Yes,4,4.5
S5181,13.1,No,Yes,5,7.4
S5182,27.8,No,Yes,7,4.7
S5183,22.2,No,Yes,10,8.9
S5184,8.3,Yes,Yes,9,4.2
S5185,18.4,No,Yes,5,5.2
S5186,8.4,No,Yes,3,6.7
S5187,21.6,No,Yes,9,6.9
S5188,23.2,No,Yes,1,6.6
S5189,19.1,No,Yes,2,7.7
S5190,29.1,No,Yes,4,4.0
S5191,28.6,Yes,Yes,6,6.8
S5192,10.1,No,Yes,3,7.1
S5193,5.0,No,No,10,5.0
S5194,21.6,No,Yes,3,7.3
S5195,16.9,No,Yes,9,7.3
S5196,13.4,No,Yes,3,6.7
S5197,27.9,Yes,Yes,5,5.3
S5198,29.5,No,Yes,3,6.1
S5199,28.3,No,Yes,1,5.4
S5200,17.5,Yes,Yes,5,7.8
S5201,22.6,No,Yes,5,7.1
S5202,9.3,No,Yes,3,4.8
S5203,28.8,Yes,No,9,6.8
S5204,12.1,No,No,10,8.5
S5205,9.8,No,Yes,4,8.2
S5206,6.5,No,Yes,3,8.5
S5207,18.8,Yes,Yes,5,8.6
S5208,28.7,No,Yes,7,4.9
S5209,8.4,No,Yes,2,7.6
S5210,8.0,No,Yes,5,7.2
S5211,11.8,Yes,Yes,3,4.2
S5212,21.6,No,Yes,9,7.9
S5213,18.7,No,Yes,8,5.0
S5214,7.4,No,Yes,9,8.6
S5215,16.1,No,Yes,6,8.2
S5216,6.7,Yes,Yes,4,7.8
S5217,26.3,No,No,9,7.5
S5218,7.7,Yes,Yes,4,6.4
S5219,16.8,No,No,4,8.0
S5220,17.8,No,Yes,2,8.1
S5221,18.3,No,Yes,1,4.5
S5222,20.2,No,Yes,10,5.7
S5223,22.5,No,No,4,5.6
S5224,5.1,Yes,Yes,6,4.6
S5225,5.8,No,Yes,4,8.9
S5226,20.3,No,Yes,4,6.9
S5227,9.6,No,Yes,2,6.9
S5228,25.8,Yes,Yes,3,5.9
S5229,20.7,No,Yes,3,7.8
S5230,29.5,Yes,Yes,7,6.4
S5231,23.2,No,Yes,4,7.7
S5232,7.3,No,No,3,8.4
S5233,9.3,No,Yes,5,7.3
S5234,6.2,No,Yes,4,7.1
S5235,23.5,No,Yes,1,7.9
S5236,8.2,Yes,Yes,6,6.5
S5237,21.6,Yes,Yes,5,8.1
S5238,18.9,No,Yes,7,4.5
S5239,20.8,No,Yes,8,5.2
S5240,17.7,Yes,Yes,3,8.6
S5241,5.3,Yes,Yes,4,4.9
S5242,11.3,Yes,Yes,5,6.3
S5243,27.1,No,Yes,8,6.4
S5244,28.2,Yes,Yes,10,6.1
S5245,7.4,No,No,7,8.3
S5246,28.8,No,Yes,7,7.7
S5247,21.8,Yes,Yes,5,8.1
S5248,28.1,No,Yes,4,9.0
S5249,15.0,No,Yes,1,8.9
S5250,7.5,No,Yes,6,8.5
S5251,12.6,No,Yes,9,6.8
S5252,22.2,No,Yes,2,5.5
S5253,24.9,No,Yes,1,7.6
S5254,6.3,Yes,No,10,8.7
S5255,17.2,No,Yes,5,9.0
S5256,6.6,No,Yes,4,7.1
S5257,26.6,No,Yes,4,7.5
S5258,16.9,Yes,Yes,1,5.4
S5259,27.9,No,Yes,1,5.0
S5260,7.0,No,Yes,1,7.2
S5261,13.3,No,Yes,8,5.1
S5262,21.9,Yes,Yes,1,6.0
S5263,12.3,No,Yes,5,6.5
S5264,26.0,No,Yes,10,8.7
S5265,29.7,Yes,Yes,6,8.9
S5266,12.0,No,Yes,7,5.2
S5267,14.0,No,Yes,5,4.7
S5268,29.2,No,Yes,9,5.1
S5269,14.0,Yes,No,1,6.6
S5270,18.9,No,Yes,7,7.9
S5271,24.2,No,Yes,6,6.6
S5272,16.0,Yes,Yes,9,8.7
S5273,14.3,No,Yes,6,7.2
S5274,17.4,No,Yes,2,6.4
S5275,24.5,No,No,9,7.9
S5276,12.8,Yes,Yes,4,8.8
S5277,13.8,Yes,Yes,9,5.7
S5278,9.7,No,Yes,3,5.4
S5279,22.5,No,Yes,3,5.1
S5280,27.5,No,Yes,5,6.7
S5281,9.6,No,Yes,8,6.3
S5282,5.9,No,Yes,9,5.2
S5283,14.5,Yes,Yes,4,7.6
S5284,15.3,No,Yes,8,5.5
S5285,21.1,Yes,Yes,10,7.8
S5286,7.1,No,Yes,5,8.2
S5287,25.5,No,Yes,9,8.3
S5288,19.3,No,No,3,4.7
S5289,18.6,No,Yes,8,5.5
S5290,12.9,No,Yes,5,6.6
S5291,14.1,No,Yes,8,8.2
S5292,6.4,No,Yes,10,6.0
S5293,23.8,Yes,Yes,1,7.3
S5294,20.1,Yes,Yes,9,6.3
S5295,29.4,Yes,Yes,5,4.1
S5296,13.8,Yes,Yes,3,5.6
S5297,21.7,No,No,2,7.8
S5298,28.0,Yes,Yes,3,7.7
S5299,22.8,No,Yes,1,8.4
S5300,6.0,No,Yes,6,7.0
S5301,20.8,Yes,Yes,7,7.8
S5302,18.6,No,Yes,10,6.1
S5303,17.5,No,Yes,7,5.7
S5304,18.8,No,No,2,5.7
S5305,16.5,Yes,Yes,3,4.8
S5306,22.3,No,Yes,4,6.2
S5307,5.4,No,Yes,10,8.1
S5308,9.7,No,Yes,7,4.1
S5309,14.1,Yes,Yes,10,6.9
S5310,16.3,No,Yes,8,4.9
S5311,8.3,No,Yes,9,7.7
S5312,25.5,Yes,Yes,6,4.7
S5313,28.2,No,Yes,7,4.8
S5314,23.8,Yes,Yes,8,4.2
S5315,28.2,No,Yes,7,6.2
S5316,23.6,No,Yes,7,7.2
S5317,16.0,No,No,9,5.4
S5318,14.8,No,Yes,10,4.2
S5319,9.2,No,Yes,6,8.7
S5320,7.2,No,Yes,1,8.3
S5321,10.5,Yes,No,3,6.3
S5322,18.3,Yes,Yes,5,8.1
S5323,8.4,No,Yes,9,8.0
S5324,28.8,No,Yes,1,6.8
S5325,10.5,No,Yes,2,6.6
S5326,25.8,No,Yes,3,7.3
S5327,25.5,No,Yes,4,7.6
S5328,8.5,No,Yes,6,8.1
S5329,22.8,No,Yes,7,6.9
S5330,25.6,Yes,Yes,7,7.7
S5331,27.1,No,No,2,4.9
S5332,28.8,Yes,Yes,3,7.7
S5333,28.3,Yes,Yes,1,4.3
S5334,12.8,No,Yes,1,7.3
S5335,11.7,No,Yes,6,7.6
S5336,14.9,Yes,Yes,4,8.8
S5337,16.6,No,Yes,10,6.1
S5338,10.8,No,Yes,4,4.6
S5339,7.2,No,Yes,9,5.7
S5340,21.4,Yes,Yes,8,6.1
S5341,9.4,No,No,3,7.8
S5342,27.9,No,Yes,3,4.9
S5343,12.2,No,Yes,8,4.8
S5344,9.9,No,Yes,2,5.1
S5345,9.9,No,Yes,10,5.2
S5346,12.2,No,Yes,5,8.6
S5347,20.3,No,Yes,6,4.8
S5348,29.5,No,No,5,6.1
S5349,17.2,No,Yes,1,6.0
S5350,20.0,No,Yes,5,4.6
S5351,26.1,Yes,Yes,9,4.5
S5352,13.4,No,Yes,10,8.5
S5353,9.5,Yes,Yes,2,8.2
S5354,15.8,No,No,3,8.7
S5355,13.0,No,Yes,6,5.6
S5356,26.7,Yes,No,3,6.6
S5357,29.4,Yes,Yes,6,5.3
S5358,22.2,No,Yes,7,6.0
S5359,21.3,No,Yes,3,8.0
S5360,22.9,Yes,Yes,4,6.4
S5361,16.7,No,Yes,6,4.5
S5362,20.7,Yes,Yes,1,4.0
S5363,6.8,Yes,Yes,1,5.2
S5364,17.3,No,Yes,5,4.9
S5365,13.3,Yes,Yes,8,8.0
S5366,6.3,No,Yes,1,7.3
S5367,18.6,No,Yes,1,8.2
S5368,14.0,Yes,Yes,1,6.1
S5369,19.8,Yes,Yes,10,6.9
S5370,17.8,No,Yes,1,6.1
S5371,11.9,No,No,9,5.1
S5372,18.5,No,Yes,2,7.2
S5373,14.5,No,Yes,6,5.9
S5374,28.0,No,Yes,2,5.2
S5375,14.4,No,Yes,5,8.7
S5376,6.0,Yes,Yes,5,4.5
S5377,24.1,No,Yes,9,7.9
S5378,29.1,No,Yes,4,6.7
S5379,9.2,No,Yes,6,7.8
S5380,29.3,Yes,Yes,4,4.4
S5381,20.4,No,Yes,6,6.0
S5382,26.2,No,Yes,3,8.0
S5383,16.8,Yes,Yes,4,8.1
S5384,20.6,No,Yes,9,7.9
S5385,26.0,Yes,Yes,1,7.7
S5386,29.6,No,Yes,7,5.9
S5387,9.6,No,Yes,3,7.6
S5388,27.5,No,Yes,9,4.5
S5389,21.7,No,Yes,7,4.8
S5390,28.7,No,Yes,2,6.7
S5391,13.0,No,Yes,5,6.7
S5392,11.1,Yes,Yes,1,6.4
S5393,14.1,Yes,Yes,1,7.7
S5394,27.1,No,Yes,7,6.8
S5395,16.5,No,Yes,7,4.3
S5396,28.8,No,No,8,8.4
S5397,11.1,No,Yes,8,7.1
S5398,10.5,No,Yes,7,8.5
S5399,22.0,No,Yes,3,6.1
S5400,12.3,No,Yes,3,4.0
S5401,8.2,Yes,Yes,2,7.8
S5402,14.4,No,Yes,1,6.8
S5403,11.7,No,Yes,8,4.1
S5404,15.3,No,Yes,6,6.9
S5405,9.7,No,Yes,5,8.7
S5406,28.9,Yes,Yes,1,5.0
S5407,25.0,Yes,Yes,5,5.4
S5408,26.0,No,Yes,10,7.2
S5409,12.4,No,Yes,8,8.1
S5410,26.4,Yes,Yes,8,7.2
S5411,19.8,No,Yes,10,7.4
S5412,6.4,Yes,Yes,6,5.6
S5413,8.8,Yes,Yes,2,4.1
S5414,16.1,No,Yes,2,8.2
S5415,14.8,No,Yes,2,9.0
S5416,24.9,No,Yes,8,8.3
S5417,26.8,No,Yes,8,6.0
S5418,26.6,Yes,Yes,8,5.8
S5419,14.4,Yes,No,1,8.8
S5420,20.9,Yes,No,9,8.9
S5421,17.4,No,Yes,10,7.1
S5422,27.2,Yes,Yes,4,6.6
S5423,27.2,No,Yes,9,6.6
S5424,6.3,Yes,Yes,7,5.0
S5425,19.3,No,Yes,3,7.6
S5426,17.6,No,Yes,10,4.9
S5427,24.3,No,Yes,10,5.0
S5428,9.9,No,Yes,3,7.4
S5429,22.4,Yes,Yes,2,8.3
S5430,23.5,Yes,Yes,7,7.3
S5431,5.7,No,Yes,8,6.4
S5432,15.8,Yes,Yes,1,7.5
S5433,29.5,Yes,Yes,7,6.3
S5434,12.5,No,Yes,2,7.3
S5435,27.1,No,Yes,7,7.9
S5436,19.7,No,Yes,6,4.1
S5437,12.4,No,Yes,9,5.1
S5438,25.9,No,Yes,7,7.5
S5439,29.8,No,Yes,9,6.0
S5440,23.6,No,Yes,5,6.6
S5441,6.5,Yes,No,6,7.4
S5442,6.3,No,Yes,6,6.6
S5443,17.3,No,Yes,3,8.2
S5444,5.2,No,No,3,5.9
S5445,21.9,No,Yes,1,7.5
S5446,5.4,Yes,No,4,6.1
S5447,29.3,No,Yes,3,6.6
S5448,27.0,Yes,No,7,4.6
S5449,25.4,No,Yes,6,8.2
S5450,25.3,No,Yes,9,5.6
S5451,25.9,No,Yes,10,5.5
S5452,15.9,No,Yes,3,4.4
S5453,24.8,No,Yes,6,6.5
S5454,14.2,Yes,Yes,9,6.1
S5455,26.2,Yes,Yes,10,4.5
S5456,20.4,No,Yes,3,7.8
S5457,14.0,No,Yes,9,4.3
S5458,23.6,Yes,Yes,3,4.7
S5459,11.1,No,Yes,1,6.3
S5460,29.1,No,Yes,3,5.8
S5461,21.6,Yes,Yes,5,5.4
S5462,15.0,Yes,Yes,8,6.8
S5463,18.8,No,Yes,1,6.6
S5464,23.4,Yes,Yes,4,6.2
S5465,24.9,Yes,Yes,10,7.9
S5466,29.4,No,Yes,8,6.5
S5467,10.2,No,Yes,6,8.9
S5468,17.6,No,Yes,4,8.0
S5469,7.3,No,Yes,3,4.5
S5470,7.1,No,Yes,1,5.4
S5471,7.6,Yes,Yes,10,6.7
S5472,11.5,No,Yes,8,6.3
S5473,22.4,No,Yes,2,4.2
S5474,26.5,No,Yes,7,6.6
S5475,15.9,No,Yes,3,7.0
S5476,18.9,Yes,Yes,5,6.3
S5477,10.2,Yes,Yes,6,8.3
S5478,24.8,No,Yes,3,6.8
S5479,27.2,No,Yes,6,7.9
S5480,17.1,No,Yes,7,6.9
S5481,9.0,No,No,10,8.5
S5482,5.1,No,Yes,7,5.1
S5483,18.4,Yes,Yes,2,8.2
S5484,17.4,Yes,Yes,2,6.2
S5485,28.1,No,No,3,7.5
S5486,5.9,No,Yes,7,6.8
S5487,8.7,Yes,Yes,1,4.5
S5488,9.9,No,Yes,8,6.2
S5489,18.7,No,Yes,4,7.4
S5490,12.1,Yes,Yes,6,8.5
S5491,10.1,No,Yes,5,5.1
S5492,17.9,No,Yes,1,5.8
S5493,6.0,No,No,5,5.8
S5494,29.4,No,Yes,5,6.6
S5495,26.5,No,Yes,7,8.3
S5496,11.8,No,Yes,9,6.0
S5497,13.4,No,Yes,9,4.7
S5498,11.1,No,Yes,1,6.5
S5499,28.2,No,Yes,5,4.2
S5500,21.3,No,Yes,4,5.7
S5501,18.0,No,Yes,7,6.6
S5502,17.7,Yes,Yes,5,6.6
S5503,9.1,Yes,Yes,2,8.1
S5504,29.1,No,Yes,4,8.0
S5505,27.9,No,Yes,10,5.4
S5506,28.8,Yes,Yes,4,5.5
S5507,12.3,No,Yes,10,8.9
S5508,16.9,No,Yes,3,6.0
S5509,18.0,No,Yes,5,4.7
S5510,17.2,Yes,Yes,8,7.3
S5511,5.5,No,Yes,2,5.2
S5512,25.8,Yes,Yes,2,7.0
S5513,23.7,No,Yes,9,8.1
S5514,16.9,No,No,5,4.9
S5515,11.7,No,Yes,2,6.3
S5516,20.9,No,Yes,2,5.9
S5517,8.5,No,Yes,3,9.0
S5518,29.9,No,Yes,9,7.6
S5519,8.1,Yes,Yes,6,4.4
S5520,6.5,No,Yes,1,5.1
S5521,20.3,No,Yes,10,4.8
S5522,16.6,No,Yes,3,4.1
S5523,23.0,Yes,Yes,5,5.6
S5524,8.2,Yes,Yes,4,5.6
S5525,14.1,No,Yes,5,5.2
S5526,17.5,No,Yes,1,6.8
S5527,16.2,No,Yes,1,5.1
S5528,19.6,No,Yes,2,8.7
S5529,7.5,No,Yes,9,7.7
S5530,17.6,No,Yes,3,4.6
S5531,18.9,Yes,Yes,8,5.3
S5532,27.0,No,Yes,10,8.9
S5533,19.3,No,Yes,3,5.0
S5534,18.7,No,Yes,3,4.6
S5535,25.3,No,Yes,9,5.2
S5536,6.6,No,No,9,7.6
S5537,21.2,No,Yes,2,6.6
S5538,25.3,Yes,Yes,8,4.3
S5539,7.4,No,Yes,9,5.8
S5540,25.3,No,No,7,4.4
S5541,24.7,Yes,Yes,8,5.5
S5542,5.0,No,Yes,1,4.9
S5543,11.2,Yes,Yes,2,5.1
S5544,8.8,Yes,Yes,8,7.9
S5545,17.8,No,Yes,3,7.9
S5546,27.9,Yes,Yes,7,7.7
S5547,20.1,No,Yes,7,7.4
S5548,20.0,Yes,Yes,8,5.2
S5549,8.1,No,Yes,8,6.2
S5550,21.7,No,Yes,8,6.3
S5551,27.2,No,Yes,5,6.7
S5552,15.7,No,Yes,1,8.3
S5553,22.0,No,Yes,9,8.4
S5554,12.4,No,Yes,9,5.1
S5555,11.7,No,Yes,6,6.2
S5556,9.6,No,Yes,9,4.7
S5557,11.0,Yes,Yes,7,7.2
S5558,13.6,No,Yes,4,6.9
S5559,19.2,No,Yes,10,8.3
S5560,24.5,Yes,No,10,6.6
S5561,12.2,Yes,Yes,4,7.9
S5562,9.2,No,Yes,1,5.6
S5563,16.2,No,Yes,9,7.5
S5564,24.7,No,Yes,6,4.2
S5565,14.7,No,Yes,7,4.8
S5566,27.8,No,Yes,2,6.2
S5567,11.2,No,Yes,3,8.4
S5568,24.0,No,Yes,4,8.4
S5569,16.7,No,Yes,3,7.0
S5570,7.7,No,No,10,4.6
S5571,12.0,No,Yes,9,7.4
S5572,26.5,Yes,Yes,8,4.9
S5573,5.1,No,Yes,2,5.8
S5574,23.9,No,Yes,9,5.6
S5575,25.3,Yes,Yes,8,8.4
S5576,8.0,No,Yes,4,7.5
S5577,29.1,No,Yes,3,4.4
S5578,26.8,No,Yes,4,8.2
S5579,9.5,Yes,Yes,2,6.2
S5580,11.0,No,Yes,8,7.8
S5581,25.5,No,Yes,6,7.9
S5582,18.7,No,Yes,10,9.0
S5583,28.1,No,Yes,1,5.7
S5584,29.5,No,No,7,8.3
S5585,13.6,No,Yes,4,5.4
S5586,7.4,No,No,4,9.0
S5587,22.6,No,Yes,5,6.1
S5588,28.1,Yes,Yes,8,7.3
S5589,9.1,No,Yes,10,9.0
S5590,29.6,Yes,Yes,2,5.0
S5591,9.9,No,Yes,7,7.1
S5592,7.2,Yes,No,9,9.0
S5593,17.4,No,Yes,8,8.7
S5594,25.1,No,Yes,10,5.1
S5595,13.9,No,Yes,10,4.5
S5596,13.3,Yes,Yes,2,6.1
S5597,9.9,No,Yes,4,7.8
S5598,29.7,Yes,No,1,7.9
S5599,13.5,No,Yes,4,7.0
S5600,21.7,No,Yes,5,7.1
S5601,8.3,Yes,Yes,6,4.6
S5602,16.2,No,Yes,2,6.2
S5603,24.9,Yes,Yes,5,6.9
S5604,29.3,Yes,Yes,5,7.4
S5605,9.4,No,Yes,4,4.5
S5606,7.4,No,Yes,8,7.5
S5607,29.7,Yes,Yes,10,8.7
S5608,18.9,No,Yes,7,7.9
S5609,13.6,No,Yes,2,7.1
S5610,29.0,No,Yes,8,4.5
S5611,14.8,No,No,8,8.0
S5612,10.8,Yes,Yes,5,7.3
S5613,25.1,No,Yes,7,6.7
S5614,12.8,No,Yes,4,8.0
S5615,13.0,No,Yes,5,7.4
S5616,16.1,No,Yes,3,6.3
S5617,22.3,No,Yes,4,5.2
S5618,26.0,Yes,Yes,4,6.5
S5619,10.7,Yes,Yes,7,4.8
S5620,14.1,No,Yes,10,4.3
S5621,17.4,No,Yes,10,5.2
S5622,5.6,No,Yes,10,5.8
S5623,22.4,No,Yes,1,7.2
S5624,19.1,Yes,Yes,7,6.5
S5625,8.3,No,Yes,5,7.7
S5626,8.3,No,Yes,8,7.7
S5627,27.4,No,Yes,8,7.5
S5628,22.1,No,Yes,6,6.7
S5629,14.7,Yes,Yes,3,7.3
S5630,13.5,Yes,Yes,2,8.9
S5631,12.9,No,No,9,7.5
S5632,21.4,Yes,No,8,7.7
S5633,9.5,No,Yes,10,5.5
S5634,29.7,Yes,Yes,5,6.4
S5635,22.2,Yes,Yes,10,6.2
S5636,8.2,Yes,Yes,3,5.8
S5637,8.5,Yes,Yes,7,6.3
S5638,21.2,No,Yes,2,7.0
S5639,14.6,No,No,5,7.1
S5640,21.5,Yes,Yes,4,8.2
S5641,23.1,No,Yes,5,7.3
S5642,18.4,No,Yes,10,8.3
S5643,11.4,No,Yes,5,7.3
S5644,18.8,No,Yes,1,5.8
S5645,15.5,No,Yes,10,7.2
S5646,27.3,Yes,Yes,8,7.6
S5647,23.5,Yes,Yes,2,7.4
S5648,20.5,No,No,9,8.2
S5649,6.0,No,Yes,4,8.5
S5650,29.8,Yes,No,8,5.7
S5651,19.2,No,Yes,10,4.4
S5652,11.5,No,Yes,3,7.3
S5653,19.8,No,Yes,5,4.6
S5654,25.4,No,Yes,1,8.4
S5655,18.5,No,Yes,6,8.1
S5656,24.4,Yes,Yes,8,7.6
S5657,15.3,No,Yes,4,8.6
S5658,19.7,No,Yes,1,8.4
S5659,15.6,No,Yes,10,8.6
S5660,18.2,No,Yes,10,7.7
S5661,9.2,No,Yes,8,5.8
S5662,20.0,No,Yes,6,4.2
S5663,29.5,No,Yes,10,4.3
S5664,24.1,Yes,Yes,8,8.0
S5665,13.0,No,Yes,2,5.0
S5666,26.6,No,Yes,6,5.6
S5667,27.4,No,Yes,2,6.9
S5668,9.4,No,Yes,6,4.7
S5669,6.3,No,Yes,6,8.9
S5670,19.3,No,Yes,10,8.1
S5671,16.9,No,Yes,7,6.9
S5672,22.9,Yes,Yes,1,8.5
S5673,12.3,Yes,Yes,1,6.5
S5674,14.5,No,Yes,1,8.5
S5675,11.6,No,No,5,8.1
S5676,12.3,No,Yes,1,4.1
S5677,5.2,No,Yes,3,8.0
S5678,17.8,No,Yes,1,7.9
S5679,16.8,No,Yes,7,5.6
S5680,13.9,Yes,Yes,8,6.5
S5681,18.5,No,Yes,4,4.7
S5682,14.8,No,Yes,9,7.3
S5683,15.8,No,Yes,8,7.4
S5684,5.0,No,Yes,7,8.9
S5685,6.7,No,Yes,9,7.6
S5686,8.8,Yes,Yes,10,6.2
S5687,9.6,No,Yes,3,4.9
S5688,16.3,No,Yes,2,7.9
S5689,26.9,Yes,Yes,10,5.8
S5690,15.2,No,Yes,5,8.7
S5691,20.7,Yes,Yes,10,5.4
S5692,5.6,No,Yes,9,5.0
S5693,26.4,No,Yes,2,7.1
S5694,7.8,No,Yes,2,8.6
S5695,12.1,No,Yes,5,4.7
S5696,25.4,No,Yes,9,4.2
S5697,11.6,No,Yes,9,8.8
S5698,11.4,No,Yes,10,4.7
S5699,20.1,Yes,Yes,4,7.0
S5700,27.6,No,Yes,9,5.0
S5701,10.3,No,Yes,1,4.8
S5702,20.5,No,Yes,9,4.8
S5703,20.0,No,No,7,7.5
S5704,21.5,No,Yes,9,7.8
S5705,28.7,No,Yes,10,4.6
S5706,9.1,No,Yes,5,4.7
S5707,21.4,No,Yes,6,8.7
S5708,9.6,No,Yes,1,6.9
S5709,12.9,No,Yes,2,7.9
S5710,14.7,Yes,Yes,1,4.4
S5711,25.9,No,Yes,1,4.3
S5712,6.3,Yes,Yes,7,6.0
S5713,23.3,No,Yes,3,6.8
S5714,27.8,No,Yes,1,5.9
S5715,7.0,No,Yes,1,7.6
S5716,24.8,No,Yes,7,7.3
S5717,7.7,No,Yes,5,6.2
S5718,29.1,No,Yes,1,4.4
S5719,25.4,No,Yes,8,7.0
S5720,22.4,No,Yes,6,5.2
S5721,18.8,Yes,Yes,5,5.9
S5722,28.0,No,Yes,6,4.1
S5723,8.0,No,Yes,8,6.6
S5724,8.0,Yes,Yes,9,7.5
S5725,25.6,No,Yes,9,6.9
S5726,17.1,Yes,Yes,3,7.8
S5727,26.1,No,Yes,1,9.0
S5728,14.8,Yes,Yes,10,7.2
S5729,16.3,No,No,6,5.1
S5730,13.3,Yes,Yes,7,6.9
S5731,28.8,No,Yes,6,5.2
S5732,16.6,No,Yes,5,5.7
S5733,23.9,Yes,No,10,5.8
S5734,22.4,No,Yes,5,6.6
S5735,10.9,Yes,Yes,10,6.6
S5736,27.8,Yes,Yes,3,7.3
S5737,18.6,Yes,Yes,4,6.2
S5738,26.4,Yes,Yes,10,4.9
S5739,25.8,No,Yes,3,6.5
S5740,6.5,No,Yes,9,8.0
S5741,20.5,No,Yes,3,7.5
S5742,24.7,No,Yes,5,4.6
S5743,27.7,No,Yes,6,8.7
S5744,17.7,No,Yes,8,5.5
S5745,23.8,Yes,Yes,10,6.9
S5746,29.2,Yes,Yes,6,4.2
S5747,25.7,No,Yes,6,8.5
S5748,26.4,Yes,Yes,6,7.4
S5749,15.2,No,Yes,1,5.4
S5750,7.3,Yes,Yes,10,7.4
S5751,29.2,No,Yes,6,5.5
S5752,22.4,No,Yes,1,5.3
S5753,9.3,No,Yes,2,6.2
S5754,29.3,Yes,Yes,8,7.0
S5755,22.9,Yes,Yes,8,5.0
S5756,7.3,No,Yes,2,7.7
S5757,9.3,No,Yes,3,6.9
S5758,26.6,No,Yes,6,4.0
S5759,28.8,Yes,Yes,4,6.7
S5760,14.1,Yes,Yes,9,6.1
S5761,15.3,No,Yes,7,7.3
S5762,14.9,No,Yes,10,8.5
S5763,25.9,Yes,Yes,9,5.3
S5764,16.3,Yes,Yes,7,7.4
S5765,14.4,Yes,Yes,6,4.8
S5766,20.5,Yes,Yes,4,4.4
S5767,17.3,No,Yes,8,8.7
S5768,18.3,No,Yes,6,8.3
S5769,15.2,Yes,Yes,10,6.5
S5770,16.5,No,Yes,5,4.7
S5771,5.9,Yes,Yes,6,5.3
S5772,28.1,No,Yes,6,6.8
S5773,5.8,No,Yes,2,7.3
